image_id,method,min_pairwise_de2000,wcag_aa_coverage,wcag_aaa_coverage,reconstruction_error_de2000,harmony_alignment,runtime_seconds
coco_000000346232,median_cut,2.019130735307376,0.3,0.0,5.317085981159657,0.35794914220146956,0.17596016699826578
coco_000000346232,kmeans_rgb,10.686070847604352,0.3,0.1,4.8520593992444265,0.31674979461945385,0.0738201249987469
coco_000000346232,kmeans_lab,6.54328768853535,0.3,0.2,4.955145319145871,0.48988290791332434,0.1884976250003092
coco_000000369037,dsp,20.37156848196657,0.3,0.1,6.640681032112008,0.5388672072723394,0.33364725000137696
coco_000000369037,median_cut,5.113309579191515,0.2,0.0,4.70203878952253,0.6374039101020023,0.1704922080025426
coco_000000369037,kmeans_rgb,7.913699131509757,0.2,0.1,4.509863069918924,0.43102152180592385,0.06863883399637416
coco_000000369037,kmeans_lab,8.262886251508093,0.2,0.1,4.564626037242499,0.5724961262793735,0.4022721669971361
coco_000000371472,dsp,33.744094581477874,0.3,0.2,14.54054048143183,0.41685286589348197,0.3768042500014417
coco_000000371472,median_cut,14.525279504878247,0.4,0.3,11.686252948706988,0.5565704811581482,0.28319762500177603
coco_000000371472,kmeans_rgb,15.364472459300288,0.3,0.2,11.785830406205852,0.4780527447513955,0.14418075000139652
coco_000000371472,kmeans_lab,12.271990810533028,0.2,0.2,10.9876953848892,0.489801209025788,0.41898924999986775
coco_000000380706,dsp,20.477424125337837,0.3,0.2,7.8701827011958985,0.4052225629039552,0.3365730000004987
coco_000000380706,median_cut,5.909688640552931,0.4,0.1,4.578733278265371,0.5377035493944058,0.17129545799980406
coco_000000380706,kmeans_rgb,8.648591992507566,0.3,0.1,4.110656557809177,0.5120770045208427,0.08141908299876377
coco_000000380706,kmeans_lab,8.609690029610745,0.3,0.1,4.153683567970841,0.4717659502292066,0.2416482080006972
coco_000000393093,dsp,27.744307814754688,0.1,0.0,9.745680636264506,0.5353102470397685,0.34837829200114356
coco_000000393093,median_cut,6.600126062558135,0.5,0.4,7.779942024831809,0.525875809617643,0.19233054199867183
